valid_time,latitude,longitude,number,expver,avg_cpr,avg_lsprate,avg_tprate
2000-03-08,25.74,80.18,0,0001,0.0,0.0,0.0
2000-03-09,25.74,80.18,0,0001,0.0,0.0,0.0
2000-03-10,25.74,80.18,0,0001,0.0,0.0,0.0
2000-03-11,25.74,80.18,0,0001,0.0,0.0,0.0
2000-03-12,25.74,80.18,0,0001,0.0,0.0,0.0
2000-03-13,25.74,80.18,0,0001,0.0,0.0,0.0
2000-03-14,25.74,80.18,0,0001,0.0,0.0,0.0
2000-03-15,25.74,80.18,0,0001,0.0,0.0,0.0
2000-03-16,25.74,80.18,0,0001,0.0,0.0,0.0
2000-03-17,25.74,80.18,0,0001,0.0,0.0,0.0
2000-03-18,25.74,80.18,0,0001,0.0,0.0,0.0
2000-03-19,25.74,80.18,0,0001,0.0,0.0,0.0
2000-03-20,25.74,80.18,0,0001,0.0,0.0,0.0
2000-03-21,25.74,80.18,0,0001,0.0,0.0,0.0
2000-03-22,25.74,80.18,0,0001,0.0,0.0,0.0
2000-03-23,25.74,80.18,0,0001,0.0,0.0,0.0
2000-03-24,25.74,80.18,0,0001,0.0,0.0,0.0
2000-03-25,25.74,80.18,0,0001,0.0,0.0,0.0
2000-03-26,25.74,80.18,0,0001,0.0,0.0,0.0
2000-03-27,25.74,80.18,0,0001,0.0,0.0,0.0
2000-03-28,25.74,80.18,0,0001,0.0,0.0,0.0
2000-03-29,25.74,80.18,0,0001,0.0,0.0,0.0
2000-03-30,25.74,80.18,0,0001,0.0,0.0,0.0
2000-03-31,25.74,80.18,0,0001,0.0,0.0,0.0
2000-04-01,25.74,80.18,0,0001,0.0,0.0,0.0
2000-04-02,25.74,80.18,0,0001,0.0,0.0,0.0
2000-04-03,25.74,80.18,0,0001,0.0,0.0,0.0
2000-04-04,25.74,80.18,0,0001,0.0,0.0,0.0
2000-04-05,25.74,80.18,0,0001,0.0,0.0,0.0
2000-04-06,25.74,80.18,0,0001,0.0,0.0,0.0
2000-04-07,25.74,80.18,0,0001,0.0,0.0,0.0
2000-04-08,25.74,80.18,0,0001,0.0,0.0,0.0
2000-04-09,25.74,80.18,0,0001,0.0,0.0,0.0
2000-04-10,25.74,80.18,0,0001,0.0,0.0,0.0
2000-04-11,25.74,80.18,0,0001,0.0,0.0,0.0
2000-04-12,25.74,80.18,0,0001,0.0,0.0,0.0
2000-04-13,25.74,80.18,0,0001,0.0,0.0,0.0
2000-04-14,25.74,80.18,0,0001,0.0,0.0,0.0
2000-04-15,25.74,80.18,0,0001,1.215584e-07,0.0,1.6207787e-07
2000-04-16,25.74,80.18,0,0001,0.0,0.0,0.0
2000-04-17,25.74,80.18,0,0001,0.0,0.0,0.0
2000-04-18,25.74,80.18,0,0001,0.0,0.0,0.0
2000-04-19,25.74,80.18,0,0001,0.0,0.0,0.0
2000-04-20,25.74,80.18,0,0001,0.0,0.0,0.0
2000-04-21,25.74,80.18,0,0001,0.0,0.0,0.0
2000-04-22,25.74,80.18,0,0001,0.0,0.0,0.0
2000-04-23,25.74,80.18,0,0001,0.0,0.0,0.0
2000-04-24,25.74,80.18,0,0001,0.0,0.0,0.0
2000-04-25,25.74,80.18,0,0001,0.0,0.0,0.0
2000-04-26,25.74,80.18,0,0001,0.0,0.0,0.0
2000-04-27,25.74,80.18,0,0001,0.0,0.0,0.0
2000-04-28,25.74,80.18,0,0001,0.0,0.0,0.0
2000-04-29,25.74,80.18,0,0001,0.0,0.0,0.0
2000-04-30,25.74,80.18,0,0001,0.0,0.0,0.0
2000-05-01,25.74,80.18,0,0001,0.0,0.0,0.0
2000-05-02,25.74,80.18,0,0001,0.0,0.0,0.0
2000-05-03,25.74,80.18,0,0001,0.0,0.0,0.0
2000-05-04,25.74,80.18,0,0001,0.0,0.0,0.0
2000-05-05,25.74,80.18,0,0001,0.0,0.0,0.0
2000-05-06,25.74,80.18,0,0001,0.0,0.0,0.0
2000-05-07,25.74,80.18,0,0001,0.0,0.0,0.0
2000-05-08,25.74,80.18,0,0001,0.0,0.0,0.0
2000-05-09,25.74,80.18,0,0001,6.369231e-07,0.0,6.41712e-07
2000-05-10,25.74,80.18,0,0001,0.0,0.0,0.0
2000-05-11,25.74,80.18,0,0001,0.0,0.0,0.0
2000-05-12,25.74,80.18,0,0001,0.0,0.0,0.0
2000-05-13,25.74,80.18,0,0001,4.457142e-07,0.0,4.8623366e-07
2000-05-14,25.74,80.18,0,0001,0.0,0.0,0.0
2000-05-15,25.74,80.18,0,0001,0.00015389237,3.7206992e-06,0.00015750344
2000-05-16,25.74,80.18,0,0001,0.0,0.0,0.0
2000-05-17,25.74,80.18,0,0001,0.0,0.0,0.0
2000-05-18,25.74,80.18,0,0001,0.0,0.0,0.0
2000-05-19,25.74,80.18,0,0001,0.0,0.0,0.0
2000-05-20,25.74,80.18,0,0001,0.0,0.0,0.0
2000-05-21,25.74,80.18,0,0001,0.0,0.0,0.0
2000-05-22,25.74,80.18,0,0001,0.0,0.0,0.0
2000-05-23,25.74,80.18,0,0001,0.0,0.0,0.0
2000-05-24,25.74,80.18,0,0001,0.0,0.0,0.0
2000-05-25,25.74,80.18,0,0001,0.0,0.0,0.0
2000-05-26,25.74,80.18,0,0001,0.0,0.0,0.0
2000-05-27,25.74,80.18,0,0001,0.0,0.0,0.0
2000-05-28,25.74,80.18,0,0001,0.0,0.0,0.0
2000-05-29,25.74,80.18,0,0001,0.0,0.0,0.0
2000-05-30,25.74,80.18,0,0001,0.0,0.0,0.0
2000-05-31,25.74,80.18,0,0001,0.0,0.0,0.0
2000-06-01,25.74,80.18,0,0001,0.0,0.0,0.0
2000-06-02,25.74,80.18,0,0001,4.84276e-06,0.0,4.84276e-06
2000-06-03,25.74,80.18,0,0001,1.1750644e-06,0.0,1.1345446e-06
2000-06-04,25.74,80.18,0,0001,0.0,0.0,0.0
2000-06-05,25.74,80.18,0,0001,2.0762862e-05,9.577789e-09,2.0750958e-05
2000-06-06,25.74,80.18,0,0001,0.0,0.0,0.0
2000-06-07,25.74,80.18,0,0001,0.00015623028,0.0011008014,0.0012569793
2000-06-08,25.74,80.18,0,0001,0.00074007176,5.472501e-05,0.0007947157
2000-06-09,25.74,80.18,0,0001,3.889877e-05,6.069481e-06,4.4984932e-05
2000-06-10,25.74,80.18,0,0001,0.0,0.0,0.0
2000-06-11,25.74,80.18,0,0001,0.0,0.0,0.0
2000-06-12,25.74,80.18,0,0001,3.2538833e-07,0.0,3.825985e-07
2000-06-13,25.74,80.18,0,0001,3.171237e-06,0.0,3.2046182e-06
2000-06-14,25.74,80.18,0,0001,2.9849878e-05,0.0,2.9807008e-05
2000-06-15,25.74,80.18,0,0001,1.7479465e-07,0.0,1.7718912e-07
2000-06-16,25.74,80.18,0,0001,0.0,0.0,0.0
2000-06-17,25.74,80.18,0,0001,3.2757525e-05,1.2414192e-05,4.5171706e-05
2000-06-18,25.74,80.18,0,0001,0.0,0.0,0.0
2000-06-19,25.74,80.18,0,0001,6.651363e-06,3.3381443e-08,6.7848687e-06
2000-06-20,25.74,80.18,0,0001,4.211985e-05,2.8850278e-05,7.08843e-05
2000-06-21,25.74,80.18,0,0001,7.214666e-06,2.09826e-07,7.4817026e-06
2000-06-22,25.74,80.18,0,0001,4.395366e-06,1.6152962e-06,5.9343665e-06
2000-06-23,25.74,80.18,0,0001,0.0,0.0,0.0
2000-06-24,25.74,80.18,0,0001,0.0,0.0,0.0
2000-06-25,25.74,80.18,0,0001,0.0,0.0,0.0
2000-06-26,25.74,80.18,0,0001,0.0,0.0,0.0
2000-06-27,25.74,80.18,0,0001,0.0,0.0,0.0
2000-06-28,25.74,80.18,0,0001,0.0,0.0,0.0
2000-06-29,25.74,80.18,0,0001,0.0,0.0,8.1038934e-08
2000-06-30,25.74,80.18,0,0001,0.0,0.0,0.0
2000-07-01,25.74,80.18,0,0001,0.0,0.0,0.0
2000-07-02,25.74,80.18,0,0001,8.0415935e-05,5.589646e-06,8.613909e-05
2000-07-03,25.74,80.18,0,0001,0.0002900483,3.8601444e-05,0.00032865698
2000-07-04,25.74,80.18,0,0001,0.00017624501,3.6053112e-05,0.00021235296
2000-07-05,25.74,80.18,0,0001,4.5064945e-07,0.0,4.6734021e-07
2000-07-06,25.74,80.18,0,0001,1.0535059e-06,0.0,1.1345446e-06
2000-07-07,25.74,80.18,0,0001,2.984656e-05,5.124118e-07,3.0308875e-05
2000-07-08,25.74,80.18,0,0001,0.00023761865,1.7058599e-05,0.0002546939
2000-07-09,25.74,80.18,0,0001,0.00046632765,0.00011197411,0.0005782398
2000-07-10,25.74,80.18,0,0001,6.1239436e-05,5.010722e-05,0.000111425354
2000-07-11,25.74,80.18,0,0001,9.689275e-05,9.534747e-05,0.0001922188
2000-07-12,25.74,80.18,0,0001,3.7804464e-05,1.4049935e-05,5.1871088e-05
2000-07-13,25.74,80.18,0,0001,5.053844e-07,0.0,4.0049645e-07
2000-07-14,25.74,80.18,0,0001,1.669072e-08,8.583091e-07,8.9169055e-07
2000-07-15,25.74,80.18,0,0001,4.8939386e-05,3.8403974e-05,8.712882e-05
2000-07-16,25.74,80.18,0,0001,1.7995713e-05,4.696216e-06,2.2751541e-05
2000-07-17,25.74,80.18,0,0001,1.1390033e-05,1.1242728e-06,1.2395098e-05
2000-07-18,25.74,80.18,0,0001,1.9791929e-07,0.0,2.909054e-07
2000-07-19,25.74,80.18,0,0001,2.7114671e-05,8.325133e-06,3.5413585e-05
2000-07-20,25.74,80.18,0,0001,1.9138999e-05,3.0422001e-05,4.9549082e-05
2000-07-21,25.74,80.18,0,0001,0.0,3.8170338e-08,3.8170338e-08
2000-07-22,25.74,80.18,0,0001,4.0519474e-08,4.7888946e-09,0.0
2000-07-23,25.74,80.18,0,0001,0.0,9.538353e-07,9.538353e-07
2000-07-24,25.74,80.18,0,0001,1.0014429e-07,0.0,6.676288e-08
2000-07-25,25.74,80.18,0,0001,6.8790064e-07,0.0,6.7360435e-07
2000-07-26,25.74,80.18,0,0001,7.972607e-05,5.8775855e-05,0.0001384161
2000-07-27,25.74,80.18,0,0001,0.0002240565,2.3408327e-05,0.00024747197
2000-07-28,25.74,80.18,0,0001,5.721877e-05,2.0832551e-05,7.813715e-05
2000-07-29,25.74,80.18,0,0001,1.7731445e-06,1.3642111e-06,3.0825404e-06
2000-07-30,25.74,80.18,0,0001,2.8968905e-05,5.4585043e-06,3.426768e-05
2000-07-31,25.74,80.18,0,0001,0.00022373897,1.989452e-05,0.0002436335
2000-08-01,25.74,80.18,0,0001,0.00012909366,2.2675333e-05,0.00015182862
2000-08-02,25.74,80.18,0,0001,0.0,0.0,0.0
2000-08-03,25.74,80.18,0,0001,0.0,0.0,0.0
2000-08-04,25.74,80.18,0,0001,0.0,0.0,0.0
2000-08-05,25.74,80.18,0,0001,0.0,0.0,0.0
2000-08-06,25.74,80.18,0,0001,0.0,0.0,0.0
2000-08-07,25.74,80.18,0,0001,0.0,0.0,0.0
2000-08-08,25.74,80.18,0,0001,0.0,0.0,0.0
2000-08-09,25.74,80.18,0,0001,0.00022881429,6.57559e-05,0.00029459153
2000-08-10,25.74,80.18,0,0001,2.6655034e-06,1.68033e-05,1.9354382e-05
2000-08-11,25.74,80.18,0,0001,0.0,0.0,0.0
2000-08-12,25.74,80.18,0,0001,1.6690717e-07,5.196151e-07,6.8652236e-07
2000-08-13,25.74,80.18,0,0001,1.9299972e-05,1.8051694e-05,3.7375503e-05
2000-08-14,25.74,80.18,0,0001,2.2953536e-05,5.5538294e-06,2.8507377e-05
2000-08-15,25.74,80.18,0,0001,0.00026960764,5.489841e-05,0.0003246253
2000-08-16,25.74,80.18,0,0001,0.00013181622,0.00019321391,0.00032498944
2000-08-17,25.74,80.18,0,0001,5.1364856e-05,3.4534227e-05,8.586336e-05
2000-08-18,25.74,80.18,0,0001,0.0001705618,4.819015e-05,0.00021867568
2000-08-19,25.74,80.18,0,0001,2.0047824e-05,3.9120033e-07,2.0436637e-05
2000-08-20,25.74,80.18,0,0001,1.0431899e-05,6.2912004e-06,1.6735023e-05
2000-08-21,25.74,80.18,0,0001,2.509974e-05,1.8232779e-05,4.3351567e-05
2000-08-22,25.74,80.18,0,0001,0.00010649058,2.3292872e-05,0.00012978585
2000-08-23,25.74,80.18,0,0001,0.0,0.0,0.0
2000-08-24,25.74,80.18,0,0001,0.0,0.0,0.0
2000-08-25,25.74,80.18,0,0001,0.0,0.0,0.0
2000-08-26,25.74,80.18,0,0001,0.0,0.0,0.0
2000-08-27,25.74,80.18,0,0001,0.0,0.0,0.0
2000-08-28,25.74,80.18,0,0001,1.669072e-08,0.0,3.3381443e-08
2000-08-29,25.74,80.18,0,0001,0.00036796858,5.324179e-05,0.00042131054
2000-08-30,25.74,80.18,0,0001,5.0298375e-05,1.3175972e-05,6.339565e-05
2000-08-31,25.74,80.18,0,0001,1.3371418e-06,4.7888946e-09,1.2966229e-06
2000-09-01,25.74,80.18,0,0001,1.627329e-05,8.200802e-06,2.4517009e-05
2000-09-02,25.74,80.18,0,0001,9.577789e-09,1.9155582e-08,2.8733371e-08
2000-09-03,25.74,80.18,0,0001,1.4579819e-06,2.226362e-06,3.643825e-06
2000-09-04,25.74,80.18,0,0001,9.822809e-05,1.3231507e-05,0.00011131179
2000-09-05,25.74,80.18,0,0001,2.4545385e-05,2.9325938e-06,2.745654e-05
2000-09-06,25.74,80.18,0,0001,6.650023e-07,2.0024822e-07,8.485598e-07
2000-09-07,25.74,80.18,0,0001,4.319624e-06,5.5367273e-06,9.977955e-06
2000-09-08,25.74,80.18,0,0001,0.00011805979,4.142031e-05,0.00015955162
2000-09-09,25.74,80.18,0,0001,1.524291e-05,1.9784566e-06,1.7252343e-05
2000-09-10,25.74,80.18,0,0001,0.0,0.0,0.0
2000-09-11,25.74,80.18,0,0001,0.0,0.0,0.0
2000-09-12,25.74,80.18,0,0001,0.0,0.0,0.0
2000-09-13,25.74,80.18,0,0001,0.0,0.0,0.0
2000-09-14,25.74,80.18,0,0001,0.0,0.0,0.0
2000-09-15,25.74,80.18,0,0001,0.0,0.0,0.0
2000-09-16,25.74,80.18,0,0001,0.0,0.0,0.0
2000-09-17,25.74,80.18,0,0001,0.0,0.0,0.0
2000-09-18,25.74,80.18,0,0001,0.0,0.0,0.0
2000-09-19,25.74,80.18,0,0001,0.0,0.0,0.0
2000-09-20,25.74,80.18,0,0001,0.0,0.0,0.0
2000-09-21,25.74,80.18,0,0001,1.1490329e-06,0.0,1.1490329e-06
2000-09-22,25.74,80.18,0,0001,0.0,0.0,0.0
2000-09-23,25.74,80.18,0,0001,0.0,0.0,0.0
2000-09-24,25.74,80.18,0,0001,0.0,0.0,0.0
2000-09-25,25.74,80.18,0,0001,0.0,0.0,0.0
2000-09-26,25.74,80.18,0,0001,0.0,0.0,0.0
2000-09-27,25.74,80.18,0,0001,0.0,0.0,0.0
2000-09-28,25.74,80.18,0,0001,0.0,0.0,0.0
2000-09-29,25.74,80.18,0,0001,0.0,0.0,0.0
2000-09-30,25.74,80.18,0,0001,0.0,0.0,0.0
2000-10-01,25.74,80.18,0,0001,0.0,0.0,0.0
2000-10-02,25.74,80.18,0,0001,0.0,0.0,0.0
2000-10-03,25.74,80.18,0,0001,0.0,0.0,0.0
2000-10-04,25.74,80.18,0,0001,0.0,0.0,0.0
2000-10-05,25.74,80.18,0,0001,0.0,0.0,0.0
2000-10-06,25.74,80.18,0,0001,0.0,0.0,0.0
2000-10-07,25.74,80.18,0,0001,0.0,0.0,0.0
2000-10-08,25.74,80.18,0,0001,0.0,0.0,0.0
2000-10-09,25.74,80.18,0,0001,0.0,0.0,0.0
2000-10-10,25.74,80.18,0,0001,0.0,0.0,0.0
2000-10-11,25.74,80.18,0,0001,0.0,0.0,0.0
2000-10-12,25.74,80.18,0,0001,0.0,0.0,0.0
2000-10-13,25.74,80.18,0,0001,0.0,0.0,0.0
2000-10-14,25.74,80.18,0,0001,0.0,0.0,0.0
2000-10-15,25.74,80.18,0,0001,0.0,0.0,0.0
2000-10-16,25.74,80.18,0,0001,0.0,0.0,0.0
2000-10-17,25.74,80.18,0,0001,0.0,0.0,0.0
2000-10-18,25.74,80.18,0,0001,0.0,0.0,0.0
2000-10-19,25.74,80.18,0,0001,0.0,0.0,0.0
2000-10-20,25.74,80.18,0,0001,0.0,0.0,0.0
2000-10-21,25.74,80.18,0,0001,0.0,0.0,0.0
2000-10-22,25.74,80.18,0,0001,0.0,0.0,0.0
2000-10-23,25.74,80.18,0,0001,0.0,0.0,0.0
2000-10-24,25.74,80.18,0,0001,0.0,0.0,0.0
2000-10-25,25.74,80.18,0,0001,0.0,0.0,0.0
2000-10-26,25.74,80.18,0,0001,0.0,0.0,0.0
2000-10-27,25.74,80.18,0,0001,0.0,0.0,0.0
2000-10-28,25.74,80.18,0,0001,0.0,0.0,0.0
2000-10-29,25.74,80.18,0,0001,0.0,0.0,0.0
2000-10-30,25.74,80.18,0,0001,0.0,0.0,0.0
2000-10-31,25.74,80.18,0,0001,0.0,0.0,0.0
2000-11-01,25.74,80.18,0,0001,0.0,0.0,0.0
2000-11-02,25.74,80.18,0,0001,0.0,0.0,0.0
2000-11-03,25.74,80.18,0,0001,0.0,0.0,0.0
2000-11-04,25.74,80.18,0,0001,0.0,0.0,0.0
2000-11-05,25.74,80.18,0,0001,0.0,0.0,0.0
2000-11-06,25.74,80.18,0,0001,0.0,0.0,0.0
2000-11-07,25.74,80.18,0,0001,0.0,0.0,0.0
2000-11-08,25.74,80.18,0,0001,0.0,0.0,0.0
2000-11-09,25.74,80.18,0,0001,0.0,0.0,0.0
2000-11-10,25.74,80.18,0,0001,0.0,0.0,0.0
2000-11-11,25.74,80.18,0,0001,0.0,0.0,0.0
2000-11-12,25.74,80.18,0,0001,0.0,0.0,0.0
2000-11-13,25.74,80.18,0,0001,0.0,0.0,0.0
2000-11-14,25.74,80.18,0,0001,0.0,0.0,0.0
2000-11-15,25.74,80.18,0,0001,0.0,0.0,0.0
2000-11-16,25.74,80.18,0,0001,0.0,0.0,0.0
2000-11-17,25.74,80.18,0,0001,0.0,0.0,0.0
2000-11-18,25.74,80.18,0,0001,0.0,0.0,0.0
2000-11-19,25.74,80.18,0,0001,0.0,0.0,0.0
2000-11-20,25.74,80.18,0,0001,0.0,0.0,0.0
2000-11-21,25.74,80.18,0,0001,0.0,0.0,0.0
2000-11-22,25.74,80.18,0,0001,0.0,0.0,0.0
2000-11-23,25.74,80.18,0,0001,0.0,0.0,0.0
2000-11-24,25.74,80.18,0,0001,0.0,0.0,0.0
2000-11-25,25.74,80.18,0,0001,0.0,0.0,0.0
2000-11-26,25.74,80.18,0,0001,0.0,0.0,0.0
2000-11-27,25.74,80.18,0,0001,0.0,0.0,0.0
2000-11-28,25.74,80.18,0,0001,7.9461215e-06,0.0,8.0200225e-06
2000-11-29,25.74,80.18,0,0001,0.0,0.0,0.0
2000-11-30,25.74,80.18,0,0001,0.0,0.0,0.0
2000-12-01,25.74,80.18,0,0001,0.0,0.0,0.0
2000-12-02,25.74,80.18,0,0001,0.0,0.0,0.0
2000-12-03,25.74,80.18,0,0001,0.0,0.0,0.0
2000-12-04,25.74,80.18,0,0001,0.0,0.0,0.0
2000-12-05,25.74,80.18,0,0001,0.0,0.0,0.0
2000-12-06,25.74,80.18,0,0001,0.0,0.0,0.0
2000-12-07,25.74,80.18,0,0001,0.0,0.0,0.0
2000-12-08,25.74,80.18,0,0001,0.0,0.0,0.0
2000-12-09,25.74,80.18,0,0001,0.0,0.0,0.0
2000-12-10,25.74,80.18,0,0001,0.0,0.0,0.0
2000-12-11,25.74,80.18,0,0001,0.0,0.0,0.0
2000-12-12,25.74,80.18,0,0001,0.0,0.0,0.0
2000-12-13,25.74,80.18,0,0001,0.0,0.0,0.0
2000-12-14,25.74,80.18,0,0001,0.0,0.0,0.0
2000-12-15,25.74,80.18,0,0001,0.0,0.0,0.0
2000-12-16,25.74,80.18,0,0001,0.0,0.0,0.0
2000-12-17,25.74,80.18,0,0001,0.0,0.0,0.0
2000-12-18,25.74,80.18,0,0001,0.0,0.0,0.0
2000-12-19,25.74,80.18,0,0001,0.0,0.0,0.0
2000-12-20,25.74,80.18,0,0001,0.0,0.0,0.0
2000-12-21,25.74,80.18,0,0001,0.0,0.0,0.0
2000-12-22,25.74,80.18,0,0001,0.0,0.0,0.0
2000-12-23,25.74,80.18,0,0001,0.0,0.0,0.0
2000-12-24,25.74,80.18,0,0001,0.0,0.0,0.0
2000-12-25,25.74,80.18,0,0001,0.0,0.0,0.0
2000-12-26,25.74,80.18,0,0001,0.0,0.0,0.0
2000-12-27,25.74,80.18,0,0001,0.0,0.0,0.0
2000-12-28,25.74,80.18,0,0001,0.0,0.0,0.0
2000-12-29,25.74,80.18,0,0001,0.0,0.0,0.0
2000-12-30,25.74,80.18,0,0001,0.0,0.0,0.0
2000-12-31,25.74,80.18,0,0001,0.0,0.0,0.0
2001-01-01,25.74,80.18,0,0001,0.0,0.0,0.0
2001-01-02,25.74,80.18,0,0001,0.0,0.0,0.0
2001-01-03,25.74,80.18,0,0001,0.0,0.0,0.0
2001-01-04,25.74,80.18,0,0001,0.0,0.0,0.0
2001-01-05,25.74,80.18,0,0001,0.0,0.0,0.0
2001-01-06,25.74,80.18,0,0001,0.0,0.0,0.0
2001-01-07,25.74,80.18,0,0001,0.0,0.0,0.0
2001-01-08,25.74,80.18,0,0001,0.0,0.0,0.0
2001-01-09,25.74,80.18,0,0001,0.0,0.0,0.0
2001-01-10,25.74,80.18,0,0001,0.0,0.0,0.0
2001-01-11,25.74,80.18,0,0001,0.0,0.0,0.0
2001-01-12,25.74,80.18,0,0001,0.0,0.0,0.0
2001-01-13,25.74,80.18,0,0001,0.0,0.0,0.0
2001-01-14,25.74,80.18,0,0001,0.0,0.0,0.0
2001-01-15,25.74,80.18,0,0001,0.0,0.0,0.0
2001-01-16,25.74,80.18,0,0001,0.0,0.0,0.0
2001-01-17,25.74,80.18,0,0001,0.0,0.0,0.0
2001-01-18,25.74,80.18,0,0001,0.0,0.0,0.0
2001-01-19,25.74,80.18,0,0001,0.0,0.0,0.0
2001-01-20,25.74,80.18,0,0001,0.0,0.0,0.0
2001-01-21,25.74,80.18,0,0001,0.0,0.0,0.0
2001-01-22,25.74,80.18,0,0001,0.0,0.0,0.0
2001-01-23,25.74,80.18,0,0001,0.0,0.0,0.0
2001-01-24,25.74,80.18,0,0001,0.0,0.0,0.0
2001-01-25,25.74,80.18,0,0001,0.0,0.0,0.0
2001-01-26,25.74,80.18,0,0001,0.0,0.0,0.0
2001-01-27,25.74,80.18,0,0001,0.0,0.0,0.0
2001-01-28,25.74,80.18,0,0001,0.0,0.0,0.0
2001-01-29,25.74,80.18,0,0001,0.0,0.0,0.0
2001-01-30,25.74,80.18,0,0001,0.0,0.0,0.0
2001-01-31,25.74,80.18,0,0001,0.0,0.0,0.0
2001-02-01,25.74,80.18,0,0001,0.0,0.0,0.0
2001-02-02,25.74,80.18,0,0001,0.0,0.0,0.0
2001-02-03,25.74,80.18,0,0001,0.0,0.0,0.0
2001-02-04,25.74,80.18,0,0001,0.0,0.0,0.0
2001-02-05,25.74,80.18,0,0001,0.0,0.0,0.0
2001-02-06,25.74,80.18,0,0001,0.0,0.0,0.0
2001-02-07,25.74,80.18,0,0001,0.0,0.0,0.0
